2010-07-10           sábado        03   07   11   14   17   23
2010-07-14        miércoles        09   18   19   21   29   35
2010-07-17           sábado        08   09   13   14   19   39
2010-07-21        miércoles        17   18   22   23   28   45
2010-07-24           sábado        01   06   08   18   24   34
2010-07-28        miércoles        28   29   37   38   39   42
2010-07-31           sábado        15   16   19   32   34   42
2010-08-04        miércoles        03   06   11   15   22   26
2010-08-07           sábado        04   05   17   30   40   41
2010-08-11        miércoles        01   02   19   32   37   39
2010-08-14           sábado        07   17   21   23   25   29
2010-08-18        miércoles        11   15   22   28   30   35
2010-08-21           sábado        10   22   32   38   43   45
2010-08-25        miércoles        01   06   08   18   22   40
2010-08-28           sábado        02   07   23   29   36   40
2010-09-01        miércoles        05   11   16   18   20   39
2010-09-04           sábado        03   15   22   26   30   35
2010-09-08        miércoles        05   14   15   37   39   40
2010-09-11           sábado        02   15   17   18   29   38
2010-09-15        miércoles        09   16   19   23   27   31
2010-09-18           sábado        09   14   20   23   38   45
2010-09-22        miércoles        15   17   20   22   28   33
2010-09-25           sábado        13   18   23   25   27   44
2010-09-29        miércoles        04   10   15   28   34   39
2010-10-02           sábado        12   21   22   26   33   44
2010-10-06        miércoles        09   18   25   31   35   45
2010-10-09           sábado        14   15   22   30   37   45
2010-10-13        miércoles        08   09   16   22   29   44
2010-10-16           sábado        05   19   21   26   36   39
2010-10-20        miércoles        06   14   16   17   30   32
2010-10-23           sábado        07   12   21   25   35   39
2010-10-27        miércoles        01   02   04   10   25   40
2010-10-30           sábado        01   07   15   19   35   42
2010-11-03        miércoles        07   15   17   19   29   38
2010-11-06           sábado        15   19   22   31   33   42
2010-11-10        miércoles        02   11   18   24   27   36
2010-11-13           sábado        08   16   20   29   32   42
2010-11-17        miércoles        10   17   35   36   38   41
2010-11-20           sábado        14   19   21   22   32   36
2010-11-24        miércoles        08   20   25   31   32   37
2010-11-27           sábado        03   10   22   24   40   45
2010-12-01        miércoles        03   19   20   25   30   33
2010-12-04           sábado        01   04   06   11   32   41
2010-12-08        miércoles        09   12   20   24   27   28
2010-12-11           sábado        06   10   20   26   28   36
2010-12-15        miércoles        26   28   30   32   33   39
2010-12-18           sábado        02   06   15   19   27   44
2010-12-22        miércoles        15   17   18   21   25   40
2010-12-25           sábado        01   03   08   12   43   45
2010-12-29        miércoles        05   13   17   31   41   42
2011-01-05        miércoles        04   08   11   15   16   38
2011-01-08           sábado        07   09   10   32   37   41
2011-01-12        miércoles        13   15   17   27   44   45
2011-01-15           sábado        03   21   30   33   38   42
2011-01-19        miércoles        08   17   34   35   36   40
2011-01-22           sábado        01   04   12   13   14   31
2011-01-26        miércoles        15   17   37   40   41   44
2011-01-29           sábado        04   06   31   35   38   44
2011-02-02        miércoles        16   19   22   26   35   41
2011-02-05           sábado        04   06   28   31   33   44
2011-02-09        miércoles        23   24   29   34   39   45
2011-02-12           sábado        14   15   27   30   32   39
2011-02-16        miércoles        15   16   22   24   25   40
2011-02-19           sábado        03   05   12   21   37   45
2011-02-23        miércoles        03   16   26   35   37   40
2011-02-26           sábado        05   10   11   24   28   35
2011-03-02        miércoles        11   14   16   19   32   43
2011-03-05           sábado        13   14   19   24   25   29
2011-03-09        miércoles        02   03   11   14   24   35
2011-03-12           sábado        09   23   31   34   42   44
2011-03-16        miércoles        07   13   14   18   36   45
2011-03-19           sábado        04   09   18   33   43   44
2011-03-23        miércoles        01   16   25   29   35   44
2011-03-26           sábado        02   29   33   35   40   42
2011-03-30        miércoles        03   15   22   23   24   34
2011-04-02           sábado        17   22   33   36   37   38
2011-04-06        miércoles        07   16   20   31   35   41
2011-04-09           sábado        05   11   28   34   39   43
2011-04-13        miércoles        08   09   20   34   37   38
2011-04-16           sábado        06   09   33   38   40   45
2011-04-20        miércoles        05   13   14   27   37   42
2011-04-23           sábado        13   16   17   26   35   44
2011-04-27        miércoles        18   20   27   34   36   41
2011-04-30           sábado        03   04   06   13   42   43
2011-05-04        miércoles        01   09   14   16   20   31
2011-05-07           sábado        06   16   20   21   27   44
2011-05-11        miércoles        05   12   28   34   35   42
2011-05-14           sábado        01   08   09   27   35   41
2011-05-18        miércoles        14   15   24   33   40   45
2011-05-21           sábado        11   17   24   39   41   43
2011-05-25        miércoles        03   08   11   13   22   37
2011-05-28           sábado        20   31   32   38   42   44
2011-06-01        miércoles        02   13   18   28   30   33
2011-06-04           sábado        06   24   25   35   36   43
2011-06-08        miércoles        10   17   24   25   27   29
2011-06-11           sábado        01   08   09   16   24   39
2011-06-15        miércoles        12   15   28   30   39   40
2011-06-18           sábado        03   04   07   09   27   36
2011-06-22        miércoles        02   17   19   26   32   45
2011-06-25           sábado        10   12   21   24   36   39
2011-06-29        miércoles        15   21   26   29   35   37
2011-07-02           sábado        10   17   20   31   39   41
2011-07-06        miércoles        09   11   21   25   29   40
2011-07-09           sábado        06   07   24   30   36   39
2011-07-13        miércoles        10   22   33   39   43   45
2011-07-16           sábado        13   20   26   27   28   43
2011-07-20        miércoles        02   06   12   16   20   34
2011-07-23           sábado        06   10   19   20   28   37
2011-07-27        miércoles        03   07   24   28   29   35
2011-07-30           sábado        01   03   05   08   13   36
2011-08-03        miércoles        02   09   18   31   36   37
2011-08-06           sábado        03   05   23   25   33   43
2011-08-10        miércoles        01   02   09   11   12   15
2011-08-13           sábado        02   11   12   17   24   36
2011-08-17        miércoles        01   13   18   39   43   44
2011-08-20           sábado        09   15   19   28   31   32
2011-08-24        miércoles        02   08   10   17   27   37
2011-08-27           sábado        03   07   17   18   28   29
2011-08-31        miércoles        11   12   16   20   37   45
2011-09-03           sábado        01   05   09   13   27   43
2011-09-07        miércoles        06   22   29   38   39   43
2011-09-10           sábado        11   17   19   30   34   37
2011-09-14        miércoles        02   12   15   31   32   37
2011-09-17           sábado        03   11   16   22   28   35
2011-09-21        miércoles        09   16   21   22   33   40
2011-09-24           sábado        01   03   12   17   24   45
2011-09-28        miércoles        08   10   11   30   32   35
2011-10-01           sábado        03   08   25   29   39   40
2011-10-05        miércoles        15   18   25   27   28   39
2011-10-08           sábado        07   10   15   18   19   42
2011-10-12        miércoles        18   19   30   39   42   43
2011-10-15           sábado        01   15   20   25   26   32
2011-10-19        miércoles        07   12   13   20   22   40
2011-10-22           sábado        15   19   21   23   25   31
2011-10-26        miércoles        05   16   25   33   35   40
2011-10-29           sábado        09   14   19   25   32   45
2011-11-02        miércoles        03   07   14   17   25   39
2011-11-05           sábado        10   15   16   19   21   45
2011-11-09        miércoles        02   08   15   16   30   45
2011-11-12           sábado        10   18   21   32   36   44
2011-11-16        miércoles        07   23   26   28   39   45
2011-11-19           sábado        02   15   17   20   30   40
2011-11-23        miércoles        04   08   16   18   31   41
2011-11-26           sábado        01   03   08   10   36   42
2011-11-30        miércoles        01   06   07   20   33   37
2011-12-03           sábado        07   22   24   34   35   39
2011-12-07        miércoles        01   06   16   23   38   44
2011-12-10           sábado        13   21   25   26   39   44
2011-12-14        miércoles        03   04   09   13   30   33
2011-12-17           sábado        22   26   30   35   38   42
2011-12-21        miércoles        07   21   22   31   43   45
2011-12-24           sábado        04   08   20   21   28   36
2011-12-28        miércoles        03   08   12   14   24   42
2011-12-31           sábado        10   11   15   24   40   44
2012-01-04        miércoles        10   29   31   36   38   39
2012-01-07           sábado        06   09   20   22   23   26
2012-01-11        miércoles        07   15   19   34   36   44
2012-01-14           sábado        01   08   15   22   25   39
2012-01-18        miércoles        14   20   24   32   36   43
2012-01-21           sábado        14   17   27   37   42   43
2012-01-25        miércoles        07   16   29   33   37   45
2012-01-28           sábado        13   22   34   38   40   41
2012-02-01        miércoles        06   15   21   35   43   45
2012-02-04           sábado        01   04   19   22   34   37
2012-02-08        miércoles        02   15   33   34   40   42
2012-02-11           sábado        01   03   07   08   09   38
2012-02-15        miércoles        07   08   10   20   21   31
2012-02-18           sábado        11   12   16   20   41   42
2012-02-22        miércoles        12   19   23   24   31   40
2012-02-25           sábado        03   18   26   27   35   44
2012-02-29        miércoles        09   10   20   25   28   35
2012-03-03           sábado        06   18   19   23   25   26
2012-03-07        miércoles        02   13   16   30   35   45
2012-03-10           sábado        08   22   37   41   42   43
2012-03-14        miércoles        02   06   11   20   26   42
2012-03-17           sábado        09   15   18   19   22   34
2012-03-21        miércoles        06   09   12   19   40   42
2012-03-24           sábado        02   06   07   35   42   45
2012-03-28        miércoles        01   02   08   09   17   35
2012-03-31           sábado        04   11   24   26   32   41
2012-04-04        miércoles        19   20   25   26   31   32
2012-04-07           sábado        10   19   26   34   36   37
2012-04-11        miércoles        05   15   20   21   40   45
2012-04-14           sábado        01   06   13   15   22   44
2012-04-18        miércoles        02   26   29   40   43   45
2012-04-21           sábado        01   03   22   27   39   42
2012-04-25        miércoles        02   11   14   26   29   42
2012-04-28           sábado        02   04   11   13   26   32
2012-05-02        miércoles        12   19   26   29   34   36
2012-05-05           sábado        13   16   24   26   35   36
2012-05-09        miércoles        11   15   20   22   28   43
2012-05-12           sábado        25   30   33   35   40   41
2012-05-16        miércoles        03   06   30   36   37   45
2012-05-19           sábado        15   27   30   34   39   42
2012-05-23        miércoles        10   21   23   28   29   32
2012-05-26           sábado        06   11   12   21   34   44
2012-05-30        miércoles        06   07   17   22   35   39
2012-06-02           sábado        17   19   23   28   39   43
2012-06-06        miércoles        01   03   05   18   24   28
2012-06-09           sábado        12   23   24   25   27   42
2012-06-13        miércoles        25   33   37   42   44   45
2012-06-16           sábado        07   08   24   26   28   37
2012-06-20        miércoles        04   05   20   28   31   41
2012-06-23           sábado        05   12   16   22   28   30
2012-06-27        miércoles        17   19   28   35   38   42
2012-06-30           sábado        08   10   15   21   42   44
2012-07-04        miércoles        05   06   17   27   32   44
2012-07-07           sábado        03   04   14   24   25   30
2012-07-11        miércoles        02   12   21   33   34   42
2012-07-14           sábado        03   13   19   26   29   42
2012-07-18        miércoles        01   06   25   28   30   45
2012-07-21           sábado        01   09   16   18   29   37
2012-07-25        miércoles        16   23   29   33   35   43
2012-07-28           sábado        15   17   29   30   41   45
2012-08-01        miércoles        01   07   09   13   14   36
2012-08-04           sábado        05   13   17   20   36   41
2012-08-08        miércoles        10   20   24   30   35   43
2012-08-11           sábado        05   16   21   29   31   39
2012-08-15        miércoles        07   15   21   31   38   39
2012-08-18           sábado        17   19   22   36   43   44
2012-08-22        miércoles        01   16   24   35   43   44
2012-08-25           sábado        09   10   13   14   19   45
2012-08-29        miércoles        09   10   16   26   32   42
2012-09-01           sábado        02   15   17   19   31   43
2012-09-05        miércoles        07   16   21   32   38   41
2012-09-08           sábado        09   10   15   19   25   40
2012-09-12        miércoles        04   07   08   13   27   36
2012-09-15           sábado        09   10   18   21   31   38
2012-09-19        miércoles        05   22   30   39   40   41
2012-09-22           sábado        16   27   29   35   36   40
2012-09-26        miércoles        02   11   17   29   40   44
2012-09-29           sábado        02   20   22   26   27   32
2012-10-03        miércoles        12   19   24   32   44   45
2012-10-06           sábado        06   16   22   27   29   31
2012-10-10        miércoles        02   04   10   17   20   21
2012-10-13           sábado        03   09   16   29   34   39
2012-10-17        miércoles        10   11   15   27   40   42
2012-10-20           sábado        07   10   16   18   23   30
2012-10-24        miércoles        05   07   18   19   20   21
2012-10-27           sábado        03   04   06   07   23   33
2012-10-31        miércoles        09   10   21   22   24   28
2012-11-03           sábado        08   21   27   29   32   38
2012-11-07        miércoles        11   18   28   36   43   44
2012-11-10           sábado        14   17   22   23   30   31
2012-11-14        miércoles        09   18   24   28   39   41
2012-11-17           sábado        10   20   23   25   41   44
2012-11-21        miércoles        20   26   27   33   36   41
2012-11-24           sábado        03   15   16   21   27   33
2012-11-28        miércoles        02   05   06   13   42   44
2012-12-01           sábado        01   12   14   22   24   36
2012-12-05        miércoles        16   19   24   36   37   40
2012-12-08           sábado        02   05   07   12   21   25
2012-12-12        miércoles        02   13   17   19   44   45
2012-12-15           sábado        03   23   28   33   38   43
2012-12-19        miércoles        09   10   20   21   30   44
2012-12-22           sábado        08   10   12   18   26   45
2012-12-26        miércoles        02   11   24   27   30   44
2012-12-29           sábado        06   12   15   23   25   45
2013-01-02        miércoles        09   10   11   21   27   42
2013-01-05           sábado        09   11   17   20   33   42
2013-01-09        miércoles        05   09   12   13   22   26
2013-01-12           sábado        01   12   16   28   30   34
2013-01-16        miércoles        13   21   22   30   31   36
2013-01-19           sábado        01   06   17   18   34   37
2013-01-23        miércoles        03   08   16   18   31   44
2013-01-26           sábado        07   09   11   12   15   35
2013-01-30        miércoles        18   20   31   40   41   45
2013-02-02           sábado        04   07   16   22   30   33
2013-02-06        miércoles        08   16   24   30   34   43
2013-02-09           sábado        21   28   31   39   41   45
2013-02-13        miércoles        04   05   08   19   24   41
2013-02-16           sábado        01   09   10   20   26   43
2013-02-20        miércoles        02   06   10   13   30   39
2013-02-23           sábado        05   06   09   11   16   43
2013-02-27        miércoles        01   16   24   34   39   40
2013-03-02           sábado        01   02   05   13   34   36
2013-03-06        miércoles        08   11   15   34   43   44
2013-03-09           sábado        10   16   18   24   32   44
2013-03-13        miércoles        05   11   16   18   35   39
2013-03-16           sábado        04   06   08   14   31   43
2013-03-20        miércoles        17   31   32   36   41   45
2013-03-23           sábado        07   17   19   24   27   43
2013-03-27        miércoles        08   21   31   36   40   42
2013-03-30           sábado        03   17   28   29   34   43
2013-04-03        miércoles        02   09   19   20   38   39
2013-04-06           sábado        06   11   13   29   40   44
2013-04-10        miércoles        02   04   10   12   14   42
2013-04-13           sábado        13   15   23   31   40   41
2013-04-17        miércoles        10   16   18   22   34   39
2013-04-20           sábado        10   14   30   34   35   39
2013-04-24        miércoles        15   19   24   26   29   30
2013-04-27           sábado        03   11   14   17   29   34
